CVE_ESTADO,NOM_ESTADO,CVE_DIAGNO,DES_DIAGNO,CVE_CIE10,ACUMULADO,MENORES_1,DE01_A_04,DE05_A_09,DE10_A_14,DE15_A_19,DE20_A_24,DE25_A_44,DE45_A_49,DE50_A_59,DE60_A_64,DE65_Y_MAS,SE_IGNORAN,SSA,IMSS_ORD,ISSSTE,OTRAS,IMSS_SOL,D_IF,PEMEX,SEDENA,SEDEMAR,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE,PERIODO,MENORES_1F,DE01_A_04F,DE05_A_09F,DE10_A_14F,DE15_A_19F,DE20_A_24F,DE25_A_44F,DE45_A_49F,DE50_A_59F,DE60_A_64F,DE65_Y_MAF,SE_IGNORAF,TOTALM,TOTALF,SSAM,IMSS_ORDM,ISSSTEM,OTRASM,IMSS_SOLM,D_IFM,PEMEXM,SEDENAM,SEDEMARM,SSAF,IMSS_ORDF,ISSSTEF,OTRASF,IMSS_SOLF,D_IFF,PEMEXF,SEDENAF,SEDEMARF,ENEROM,FEBREROM,MARZOM,ABRILM,MAYOM,JUNIOM,JULIOM,AGOSTOM,SEPTIEMBRM,OCTUBREM,NOVIEMBREM,DICIEMBREM,ENEROF,FEBREROF,MARZOF,ABRILF,MAYOF,JUNIOF,JULIOF,AGOSTOF,SEPTIEMBRF,OCTUBREF,NOVIEMBREF,DICIEMBREF
1,AGUASCALIENTES,1,Cólera,A00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AGUASCALIENTES,2,Amebiasis intestinal,"A06.0-A06.3, A06.9",3236,53,243,197,170,106,146,297,80,95,37,58,0,822,1075,51,1216,0,4,0,68,0,223,196,308,214,410,290,254,455,236,179,326,145,2017,61,221,190,152,149,162,447,106,155,56,55,0,1482,1754,330,526,17,573,0,1,0,35,0,492,549,34,643,0,3,0,33,0,113,97,154,94,181,143,117,201,102,66,151,63,110,99,154,120,229,147,137,254,134,113,175,82
1,AGUASCALIENTES,5,Shigelosis,A03,39,0,0,2,0,1,3,4,3,1,0,1,0,5,0,2,32,0,0,0,0,0,2,0,27,2,0,2,2,4,0,0,0,0,2017,3,0,4,0,0,4,5,3,3,0,2,0,15,24,0,0,1,14,0,0,0,0,0,5,0,1,18,0,0,0,0,0,0,0,9,2,0,1,1,2,0,0,0,0,2,0,18,0,0,1,1,2,0,0,0,0
1,AGUASCALIENTES,6,Fiebre tifoidea,A01.0,287,0,0,4,6,10,16,31,8,7,1,8,0,52,0,0,235,0,0,0,0,0,32,21,30,32,32,15,15,28,17,19,32,14,2017,1,1,5,9,25,29,73,22,18,5,8,0,91,196,12,0,0,79,0,0,0,0,0,40,0,0,156,0,0,0,0,0,17,6,9,8,10,2,1,7,3,7,16,5,15,15,21,24,22,13,14,21,14,12,16,9
1,AGUASCALIENTES,7,Giardiasis,A07.1,74,0,9,9,4,3,3,1,0,1,0,0,0,17,3,3,51,0,0,0,0,0,5,5,12,8,9,5,3,6,2,5,10,4,2017,4,8,7,6,3,6,5,2,1,1,1,0,30,44,7,3,2,18,0,0,0,0,0,10,0,1,33,0,0,0,0,0,3,1,3,3,6,3,1,3,1,0,4,2,2,4,9,5,3,2,2,3,1,5,6,2
1,AGUASCALIENTES,8,Infecciones intestinales por otros organismos y las mal definidas,"A04, A08-A09 excepto A08.0",105768,2971,8690,5725,4332,3445,5333,12747,2866,2925,1252,1915,0,13650,48136,2605,41314,0,54,0,9,0,5974,6574,9774,8520,12477,9925,9445,13950,8749,7237,8421,4722,2017,2651,7647,5263,3799,3642,5062,13327,3356,4390,1700,2730,0,52201,53567,6423,22852,1051,21849,0,20,0,6,0,7227,25284,1554,19465,0,34,0,3,0,2974,3245,4991,4131,6184,4938,4660,6735,4287,3492,4199,2365,3000,3329,4783,4389,6293,4987,4785,7215,4462,3745,4222,2357
1,AGUASCALIENTES,178,Fiebre paratifoidea,A01.1-A01.4,108,0,1,1,3,1,6,12,3,3,3,2,0,5,0,0,102,0,1,0,0,0,5,12,11,7,8,10,13,18,3,7,14,0,2017,0,2,1,2,11,8,21,8,13,4,3,0,35,73,0,0,0,35,0,0,0,0,0,5,0,0,67,0,1,0,0,0,1,3,2,4,4,2,4,5,1,3,6,0,4,9,9,3,4,8,9,13,2,4,8,0
1,AGUASCALIENTES,93,Otras infecciones intestinales debidas a protozoarios,"A07.0, A07.2, A07.9",485,9,25,19,15,24,25,69,22,16,4,8,0,126,1,197,161,0,0,0,0,0,20,6,52,24,65,31,31,74,52,34,55,41,2017,12,33,23,31,19,14,54,17,21,13,12,0,236,249,101,0,64,71,0,0,0,0,0,25,1,133,90,0,0,0,0,0,12,2,22,16,23,12,13,53,27,13,20,23,8,4,30,8,42,19,18,21,25,21,35,18
2,BAJA CALIFORNIA,1,Cólera,A00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,BAJA CALIFORNIA,2,Amebiasis intestinal,"A06.0-A06.3, A06.9",1177,21,81,96,73,35,37,119,33,36,10,25,1,111,460,222,375,8,0,0,0,1,71,81,142,129,160,98,74,117,72,83,107,43,2017,14,72,63,69,30,44,166,35,64,21,32,0,567,610,36,235,106,186,3,0,0,0,1,75,225,116,189,5,0,0,0,0,40,41,70,75,72,41,27,58,29,41,53,20,31,40,72,54,88,57,47,59,43,42,54,23
2,BAJA CALIFORNIA,5,Shigelosis,A03,51,1,3,0,2,5,4,5,1,2,2,0,0,12,3,0,34,2,0,0,0,0,0,0,7,8,13,5,1,7,5,1,2,2,2017,2,1,2,1,3,4,6,2,3,0,2,0,25,26,6,1,0,18,0,0,0,0,0,6,2,0,16,2,0,0,0,0,0,0,4,3,7,2,0,4,3,1,1,0,0,0,3,5,6,3,1,3,2,0,1,2
2,BAJA CALIFORNIA,6,Fiebre tifoidea,A01.0,1164,0,4,18,47,33,61,126,39,38,9,10,0,256,66,76,740,25,0,0,1,0,58,59,109,139,151,123,83,106,78,116,91,51,2017,0,7,24,57,82,105,273,77,92,18,44,0,385,779,71,18,23,269,4,0,0,0,0,185,48,53,471,21,0,0,1,0,14,20,32,48,58,36,29,38,25,32,38,15,44,39,77,91,93,87,54,68,53,84,53,36
2,BAJA CALIFORNIA,7,Giardiasis,A07.1,88,0,5,7,10,4,6,3,1,3,1,0,0,31,35,4,16,2,0,0,0,0,2,13,10,3,6,17,3,4,9,9,6,6,2017,2,8,9,5,2,1,14,1,1,1,4,0,40,48,13,19,1,6,1,0,0,0,0,18,16,3,10,1,0,0,0,0,1,3,4,0,4,9,0,3,6,5,2,3,1,10,6,3,2,8,3,1,3,4,4,3
2,BAJA CALIFORNIA,8,Infecciones intestinales por otros organismos y las mal definidas,"A04, A08-A09 excepto A08.0",169024,3180,11464,8733,6733,6060,7542,17764,5074,5388,2377,3249,28,14307,75629,5546,71480,1461,0,0,203,398,8588,12605,18210,19601,23522,14156,10768,14116,11454,12861,14778,8365,2017,3108,10862,8851,6672,6822,9207,22817,6313,8177,3432,5149,22,77592,91432,6387,33639,2145,34417,710,0,0,95,199,7920,41990,3401,37063,751,0,0,108,199,4167,5958,8494,8943,10661,6452,4935,6422,5209,5835,6688,3828,4421,6647,9716,10658,12861,7704,5833,7694,6245,7026,8090,4537
2,BAJA CALIFORNIA,178,Fiebre paratifoidea,A01.1-A01.4,223,1,1,2,4,5,5,26,10,9,3,2,0,80,58,6,79,0,0,0,0,0,14,13,16,17,21,18,25,35,16,15,24,9,2017,0,4,9,7,15,17,47,10,27,4,15,0,68,155,27,11,2,28,0,0,0,0,0,53,47,4,51,0,0,0,0,0,0,5,5,8,5,6,10,13,3,2,9,2,14,8,11,9,16,12,15,22,13,13,15,7
2,BAJA CALIFORNIA,93,Otras infecciones intestinales debidas a protozoarios,"A07.0, A07.2, A07.9",350,5,53,21,28,14,9,22,9,7,2,3,0,195,0,13,59,76,0,0,4,3,10,17,32,43,47,19,20,25,36,24,23,54,2017,11,41,26,20,13,13,30,7,4,2,10,0,173,177,87,0,5,40,40,0,0,1,0,108,0,8,19,36,0,0,3,3,6,6,17,15,25,9,14,10,19,14,10,28,4,11,15,28,22,10,6,15,17,10,13,26
3,BAJA CALIFORNIA SUR,1,Cólera,A00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,BAJA CALIFORNIA SUR,2,Amebiasis intestinal,"A06.0-A06.3, A06.9",1523,31,147,105,82,55,44,134,29,41,9,25,0,247,424,277,567,8,0,0,0,0,118,101,186,137,139,136,108,105,139,173,116,65,2017,29,126,108,80,53,59,189,56,71,15,35,0,702,821,101,219,120,260,2,0,0,0,0,146,205,157,307,6,0,0,0,0,44,46,85,51,77,67,53,55,70,74,52,28,74,55,101,86,62,69,55,50,69,99,64,37
3,BAJA CALIFORNIA SUR,5,Shigelosis,A03,16,0,2,0,0,1,1,1,0,0,0,1,0,7,2,1,6,0,0,0,0,0,6,2,1,2,2,0,2,1,0,0,0,0,2017,1,0,1,0,0,3,2,3,0,0,0,0,6,10,3,1,0,2,0,0,0,0,0,4,1,1,4,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,2,2,1,2,1,0,2,0,0,0,0,0
3,BAJA CALIFORNIA SUR,6,Fiebre tifoidea,A01.0,98,0,1,5,7,7,8,12,5,1,1,0,0,34,3,27,34,0,0,0,0,0,3,18,7,6,21,15,12,7,4,2,3,0,2017,0,1,5,2,6,4,21,4,7,0,1,0,47,51,15,0,14,18,0,0,0,0,0,19,3,13,16,0,0,0,0,0,0,11,3,3,11,9,4,1,1,1,3,0,3,7,4,3,10,6,8,6,3,1,0,0
3,BAJA CALIFORNIA SUR,7,Giardiasis,A07.1,118,0,12,17,11,6,0,6,2,1,0,2,0,42,13,30,32,0,0,0,0,1,18,9,20,9,10,6,7,9,8,10,10,2,2017,1,12,13,11,3,4,10,3,3,0,1,0,57,61,17,7,13,19,0,0,0,0,1,25,6,17,13,0,0,0,0,0,10,5,13,5,3,2,2,4,6,4,2,1,8,4,7,4,7,4,5,5,2,6,8,1
3,BAJA CALIFORNIA SUR,8,Infecciones intestinales por otros organismos y las mal definidas,"A04, A08-A09 excepto A08.0",61299,1159,4606,3495,2890,2235,2657,6161,1855,1994,897,1073,17,8867,15329,8841,27843,60,0,0,10,349,2854,3366,4838,4900,7153,4548,3869,4995,5959,8739,6607,3471,2017,1231,4474,3479,2532,2496,3017,7673,2219,2577,1090,1451,21,29039,32260,4046,7358,3617,13836,15,0,0,8,159,4821,7971,5224,14007,45,0,0,2,190,1306,1559,2326,2272,3377,2127,1819,2364,2872,4159,3203,1655,1548,1807,2512,2628,3776,2421,2050,2631,3087,4580,3404,1816
3,BAJA CALIFORNIA SUR,178,Fiebre paratifoidea,A01.1-A01.4,129,0,0,5,4,5,3,14,1,3,0,1,0,112,0,2,15,0,0,0,0,0,4,10,19,8,11,13,18,15,13,5,4,9,2017,0,2,5,5,15,12,35,4,8,3,4,0,36,93,31,0,1,4,0,0,0,0,0,81,0,1,11,0,0,0,0,0,1,3,7,2,0,5,6,3,1,1,1,6,3,7,12,6,11,8,12,12,12,4,3,3
3,BAJA CALIFORNIA SUR,93,Otras infecciones intestinales debidas a protozoarios,"A07.0, A07.2, A07.9",153,8,15,7,11,4,1,15,2,5,2,6,0,48,0,84,20,0,0,0,0,1,8,5,11,5,50,12,15,10,7,20,9,1,2017,4,14,7,7,1,4,21,3,10,1,5,0,76,77,25,0,38,12,0,0,0,0,1,23,0,46,8,0,0,0,0,0,6,2,5,2,22,7,7,4,4,12,4,1,2,3,6,3,28,5,8,6,3,8,5,0
4,CAMPECHE,1,Cólera,A00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,CAMPECHE,2,Amebiasis intestinal,"A06.0-A06.3, A06.9",3454,79,406,323,206,121,94,196,82,69,24,51,0,1548,417,234,397,503,63,257,4,31,228,285,320,307,357,296,364,323,265,238,295,176,2017,69,420,336,201,131,133,224,88,96,42,63,0,1651,1803,702,219,116,220,209,29,135,3,18,846,198,118,177,294,34,122,1,13,121,129,147,137,185,124,179,159,127,105,137,101,107,156,173,170,172,172,185,164,138,133,158,75
4,CAMPECHE,5,Shigelosis,A03,49,1,4,2,3,7,3,3,1,0,0,1,0,23,1,0,7,16,0,0,0,2,2,10,9,11,5,5,1,1,1,0,2,2,2017,0,2,3,2,3,4,7,3,0,0,0,0,25,24,12,1,0,3,9,0,0,0,0,11,0,0,4,7,0,0,0,2,2,7,6,5,2,2,0,0,1,0,0,0,0,3,3,6,3,3,1,1,0,0,2,2
4,CAMPECHE,6,Fiebre tifoidea,A01.0,251,0,6,9,12,11,4,13,5,6,1,5,0,193,2,8,17,25,0,6,0,0,16,19,25,21,27,21,15,30,21,19,26,11,2017,0,4,12,17,31,15,52,20,13,7,8,0,72,179,52,1,3,9,6,0,1,0,0,141,1,5,8,19,0,5,0,0,4,5,4,10,7,7,4,9,6,5,8,3,12,14,21,11,20,14,11,21,15,14,18,8
4,CAMPECHE,7,Giardiasis,A07.1,143,2,13,12,5,3,5,4,0,2,2,8,0,63,2,42,22,2,0,2,0,10,13,12,17,17,17,17,13,13,8,5,5,6,2017,3,21,15,13,4,5,8,2,6,2,8,0,56,87,21,1,18,11,1,0,1,0,3,42,1,24,11,1,0,1,0,7,7,3,8,6,4,7,5,5,3,3,2,3,6,9,9,11,13,10,8,8,5,2,3,3
4,CAMPECHE,8,Infecciones intestinales por otros organismos y las mal definidas,"A04, A08-A09 excepto A08.0",52059,1175,4609,3142,2066,1519,2059,4644,1183,1607,878,1227,18,18523,17786,4857,4159,2952,1035,2012,19,716,4213,4533,5825,3747,4606,4222,5114,4952,3582,3498,4574,3193,2017,1147,4296,3116,1983,1715,2314,6018,1559,2590,1437,1754,3,24127,27932,8522,8420,1935,2106,1321,486,982,11,344,10001,9366,2922,2053,1631,549,1030,8,372,1904,2060,2691,1730,2165,1956,2391,2281,1660,1641,2114,1534,2309,2473,3134,2017,2441,2266,2723,2671,1922,1857,2460,1659
4,CAMPECHE,178,Fiebre paratifoidea,A01.1-A01.4,55,0,0,0,0,7,3,2,0,1,3,1,1,46,0,0,0,9,0,0,0,0,4,8,4,2,9,9,2,9,2,1,3,2,2017,0,1,3,0,3,5,9,6,6,1,3,0,18,37,15,0,0,0,3,0,0,0,0,31,0,0,0,6,0,0,0,0,1,1,2,0,2,6,2,2,0,0,1,1,3,7,2,2,7,3,0,7,2,1,2,1
4,CAMPECHE,93,Otras infecciones intestinales debidas a protozoarios,"A07.0, A07.2, A07.9",767,24,90,71,39,28,14,47,14,22,8,15,1,329,0,53,159,59,18,0,10,139,71,51,107,73,68,61,91,77,45,16,33,74,2017,13,71,79,37,26,33,63,17,23,10,22,0,373,394,161,0,24,84,29,10,0,5,60,168,0,29,75,30,8,0,5,79,38,26,52,37,32,23,52,39,21,6,14,33,33,25,55,36,36,38,39,38,24,10,19,41
5,COAHUILA DE ZARAGOZA,1,Cólera,A00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,COAHUILA DE ZARAGOZA,2,Amebiasis intestinal,"A06.0-A06.3, A06.9",2193,64,202,147,81,72,84,186,62,58,20,51,0,440,1077,73,576,25,0,0,2,0,115,142,172,157,240,332,161,226,161,177,229,81,2017,47,199,153,100,78,80,256,69,91,34,59,0,1027,1166,179,519,33,286,9,0,0,1,0,261,558,40,290,16,0,0,1,0,53,75,77,76,102,151,58,108,78,92,113,44,62,67,95,81,138,181,103,118,83,85,116,37
5,COAHUILA DE ZARAGOZA,5,Shigelosis,A03,118,0,2,2,4,1,2,17,11,6,13,2,0,31,0,0,84,3,0,0,0,0,5,9,7,3,28,9,5,2,4,1,17,28,2017,1,5,2,2,6,3,5,20,2,12,0,0,60,58,14,0,0,45,1,0,0,0,0,17,0,0,39,2,0,0,0,0,4,6,3,3,18,4,0,1,1,0,8,12,1,3,4,0,10,5,5,1,3,1,9,16
5,COAHUILA DE ZARAGOZA,6,Fiebre tifoidea,A01.0,2405,0,7,41,42,70,99,239,113,107,49,46,4,899,0,225,1242,38,0,0,1,0,88,121,223,148,163,220,139,321,304,258,265,155,2017,0,21,35,93,170,223,513,179,227,46,81,0,817,1588,251,0,64,491,10,0,0,1,0,648,0,161,751,28,0,0,0,0,28,33,50,46,47,66,38,129,120,103,97,60,60,88,173,102,116,154,101,192,184,155,168,95
5,COAHUILA DE ZARAGOZA,7,Giardiasis,A07.1,61,0,6,7,3,2,3,1,1,3,0,0,0,12,3,6,34,6,0,0,0,0,2,1,4,3,7,1,2,14,3,2,18,4,2017,1,4,4,9,2,2,6,6,0,1,0,0,26,35,4,1,4,17,0,0,0,0,0,8,2,2,17,6,0,0,0,0,1,0,3,1,2,1,1,5,0,2,10,0,1,1,1,2,5,0,1,9,3,0,8,4
5,COAHUILA DE ZARAGOZA,8,Infecciones intestinales por otros organismos y las mal definidas,"A04, A08-A09 excepto A08.0",141006,3214,10937,7601,5468,4723,6218,13338,4054,4531,2428,3193,117,14273,66229,9270,47284,3374,551,0,25,0,7129,7754,10638,10297,14370,12142,9831,15801,13026,16212,15799,8007,2017,2935,9860,7081,5159,5398,6729,17885,5359,6987,2786,4916,89,65822,75184,6435,29940,3967,23748,1480,239,0,13,0,7838,36289,5303,23536,1894,312,0,12,0,3273,3574,4875,4732,6613,5588,4565,7540,6015,7774,7490,3783,3856,4180,5763,5565,7757,6554,5266,8261,7011,8438,8309,4224
5,COAHUILA DE ZARAGOZA,178,Fiebre paratifoidea,A01.1-A01.4,201,1,4,5,6,9,14,27,6,8,1,3,0,50,21,0,127,3,0,0,0,0,10,6,11,7,15,19,26,28,21,24,22,12,2017,1,5,6,3,11,16,44,11,8,4,8,0,84,117,19,9,0,55,1,0,0,0,0,31,12,0,72,2,0,0,0,0,5,2,3,2,1,6,17,15,6,11,7,9,5,4,8,5,14,13,9,13,15,13,15,3
5,COAHUILA DE ZARAGOZA,93,Otras infecciones intestinales debidas a protozoarios,"A07.0, A07.2, A07.9",678,23,57,51,34,33,13,49,14,16,6,8,0,236,79,12,320,28,3,0,0,0,58,28,43,41,57,79,52,69,51,60,98,42,2017,16,76,52,25,29,40,61,15,31,17,12,0,304,374,101,39,4,151,9,0,0,0,0,135,40,8,169,19,3,0,0,0,19,9,19,15,28,42,23,33,20,30,49,17,39,19,24,26,29,37,29,36,31,30,49,25
6,COLIMA,1,Cólera,A00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,COLIMA,2,Amebiasis intestinal,"A06.0-A06.3, A06.9",1871,20,107,135,116,119,106,120,39,60,16,37,0,475,54,169,1034,0,113,0,26,0,132,136,186,111,192,139,150,175,270,138,161,81,2017,14,119,132,108,121,89,246,50,67,18,32,0,875,996,168,26,76,537,0,56,0,12,0,307,28,93,497,0,57,0,14,0,65,70,101,48,102,68,65,86,82,61,86,41,67,66,85,63,90,71,85,89,188,77,75,40
